WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL
4,Sydney,Medibank International,1/8/2008,2,Outdoor,Hard,2nd Round,3,Vaidisova N.,Hantuchova D.,12,9,1977,2367,6,4,6,2,,,2,0,Completed,1.72,2,1.75,2,1.727,2,1.752,2.23,1.62,2.25
4,Sydney,Medibank International,1/8/2008,2,Outdoor,Hard,2nd Round,3,Jankovic J.,Golovin T.,3,13,3470,1882,6,1,2,6,6,3,2,1,Completed,2.25,1.57,2.45,1.5,1.833,1.833,2.4,1.667,2.4,1.55
4,Sydney,Medibank International,1/9/2008,2,Outdoor,Hard,Quarterfinals,3,Kuznetsova S.,Schiavone F.,2,25,3725,1051,6,4,6,0,,,2,0,Completed,1.22,4,1.23,3.89,1.615,2.2,1.23,4.95,1.23,4
4,Sydney,Medibank International,1/9/2008,2,Outdoor,Hard,Quarterfinals,3,Ivanovic A.,Srebotnik K.,4,28,3461,971,6,3,3,6,6,2,2,1,Completed,1.28,3.5,1.3,3.35,1.286,3.5,1.392,3.35,1.4,2.85
4,Sydney,Medibank International,1/9/2008,2,Outdoor,Hard,Quarterfinals,3,Henin J.,Kanepi K.,1,73,6155,421,6,2,6,0,,,2,0,Completed,1.02,12,1.04,9.25,1.03,10,1.038,21,1.02,16
4,Sydney,Medibank International,1/9/2008,2,Outdoor,Hard,Quarterfinals,3,Vaidisova N.,Jankovic J.,12,3,1977,3470,6,4,4,6,6,4,2,1,Completed,1.72,2,1.65,2.2,1.833,1.833,1.781,2.18,1.73,2.06
4,Sydney,Medibank International,1/10/2008,2,Outdoor,Hard,Semifinals,3,Henin J.,Ivanovic A.,1,4,6155,3461,6,2,2,6,6,4,2,1,Completed,1.11,6,1.15,5.2,1.125,5.5,1.165,6.45,1.11,6.2
4,Sydney,Medibank International,1/10/2008,2,Outdoor,Hard,Semifinals,3,Kuznetsova S.,Vaidisova N.,2,12,3725,1977,7,5,7,6,,,2,0,Completed,1.61,2.2,1.65,2.15,1.615,2.2,1.676,2.38,1.6,2.28
4,Sydney,Medibank International,1/11/2008,2,Outdoor,Hard,The Final,3,Henin J.,Kuznetsova S.,1,2,6155,3725,4,6,6,2,6,4,2,1,Completed,1.12,5.5,1.2,4.25,1.167,4.5,1.185,5.9,1.18,4.6
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Rezai A.,Bondarenko K.,69,43,449,643,7,6,6,2,,,2,0,Completed,1.44,2.62,1.48,2.53,1.4,2.75,1.654,2.43,1.47,2.6
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Gallovits E.,Dubois S.,76,105,412,334,7,6,6,3,,,2,0,Completed,1.61,2.2,1.5,2.45,1.571,2.25,1.775,2.19,1.6,2.3
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Williams S.,Gajdosova J.,7,145,2772,243,6,3,6,3,,,2,0,Completed,1.03,11,1.03,10.5,1.03,10,1.025,28.5,1.01,25
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Yuan M.,Ivanova E.,121,210,291,139,4,6,6,4,6,2,2,1,Completed,1.4,2.75,,,1.5,2.5,1.459,2.98,1.44,2.7
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Jankovic J.,Paszek T.,4,39,3390,768,2,6,6,2,12,10,2,1,Completed,1.2,4.33,1.21,4.06,1.2,4.333,1.249,4.62,1.24,3.9
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Henin J.,Nakamura A.,1,73,6430,424,6,2,6,2,,,2,0,Completed,1.005,17,1.01,13.5,1.01,17,1.01,71,1.01,25
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Moore J.,Ditty J.,376,101,55,343,6,3,6,2,,,2,0,Completed,4,1.22,3.9,1.25,3.75,1.25,4.95,1.23,3.8,1.25
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Kerber A.,Ani M.,89,100,378,344,0,6,6,3,6,2,2,1,Completed,2,1.72,1.91,1.83,2,1.727,2.05,1.87,1.88,1.88
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Poutchkova O.,Adamczak M.,97,149,353,229,6,4,6,0,,,2,0,Completed,1.5,2.5,1.6,2.25,1.571,2.25,1.606,2.55,1.6,2.28
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Azarenka V.,Amanmuradova A.,25,95,1026,359,6,2,7,5,,,2,0,Completed,1.1,6.5,1.1,6.25,1.143,5,1.083,11,1.12,5.85
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Golovin T.,Cohen Aloro S.,13,380,1882,53,6,1,4,6,6,3,2,1,Completed,1.03,11,1.03,10.5,1.05,8.5,1.033,23.5,1.03,12
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Craybas J.,Chan Y.J.,98,68,348,456,6,4,6,2,,,2,0,Completed,1.9,1.8,1.95,1.8,1.833,1.833,2.05,1.87,1.86,1.9
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Davenport L.,Errani S.,51,65,545,464,6,2,3,6,7,5,2,1,Completed,1.03,11,1.02,11.5,1.04,9,1.023,32.5,1.02,15
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Dementieva E.,Obziler T.,11,81,1985,393,6,2,6,2,,,2,0,Completed,1.07,7.5,1.07,7.19,1.1,6.5,1.099,9.13,1.07,7.8
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Mauresmo A.,Poutchek T.,18,96,1503,358,6,7,6,0,6,0,2,1,Completed,1.05,8.5,1.03,10.5,1.071,7.5,1.069,12.58,1.06,8.5
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Shvedova Y.,Malek T.,85,83,385,389,6,2,6,2,,,2,0,Completed,2,1.72,2.05,1.75,2,1.727,2.28,1.725,2,1.77
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Vesnina E.,Vakulenko J.,55,31,519,907,6,4,1,6,6,4,2,1,Completed,2.37,1.53,2.35,1.55,2.25,1.571,2.27,1.73,2.28,1.6
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Peer S.,Voracova R.,17,107,1640,331,6,2,2,6,6,0,2,1,Completed,1.04,10,1.04,9.25,1.05,8.5,1.036,22.5,1.05,9.5
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Sharapova M.,Kostanic Tosic J.,5,102,2956,341,6,4,6,3,,,2,0,Completed,1.01,13,1.02,11.5,1.02,11,1.015,46,1.02,15
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Dellacqua C.,Knapp K.,78,50,398,579,4,6,6,3,8,6,2,1,Completed,1.61,2.2,1.58,2.28,1.667,2.1,1.658,2.42,1.66,2.18
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Medina Garrigues A.,Cetkovska P.,34,103,840,336,7,6,6,0,,,2,0,Completed,1.33,3.25,1.34,3.12,1.25,3.75,1.366,3.53,1.38,2.95
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Schnyder P.,Osterloh L.,15,91,1836,372,6,3,6,3,,,2,0,Completed,1.04,10,1.04,9.35,1.063,8,1.057,14.5,1.05,9.5
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Pennetta F.,Cibulkova D.,37,48,772,589,6,4,5,7,6,4,2,1,Completed,1.53,2.37,1.58,2.28,1.5,2.5,1.571,2.65,1.54,2.4
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Hsieh S.W.,Zakopalova K.,158,63,215,471,2,6,6,4,8,6,2,1,Completed,2,1.72,2.15,1.65,2,1.727,2.3,1.714,2.2,1.65
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Kloesel S.,Schruff J.,162,114,191,313,6,1,6,7,6,4,2,1,Completed,2.62,1.44,2.45,1.5,2.375,1.533,2.42,1.658,2.5,1.5
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Schiavone F.,Loit E.,24,44,1101,630,6,3,7,6,,,2,0,Completed,1.12,5.5,1.15,5.2,1.2,4.333,1.177,6.16,1.17,4.8
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Sugiyama A.,Zvonareva V.,41,22,729,1146,6,3,1,1,,,1,0,Retired,3.75,1.25,2.92,1.37,3.75,1.25,3.6,1.357,3.2,1.33
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Perebiynis T.,Brengle M.,93,228,365,123,7,5,6,2,,,2,0,Completed,1.28,3.5,1.25,3.9,1.286,3.5,1.299,4.05,1.29,3.5
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Bammer S.,Tanasugarn T.,20,117,1308,305,6,7,6,4,6,2,2,1,Completed,1.14,5,1.13,5.5,1.143,5,1.155,6.85,1.14,5.4
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Razzano V.,Harkleroad A.,29,58,954,510,6,3,7,5,,,2,0,Completed,1.36,3,1.4,2.85,1.364,3,1.476,2.9,1.37,3
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Molik A.,Kanepi K.,62,60,485,501,7,6,7,5,,,2,0,Completed,1.44,2.62,1.42,2.75,1.071,7.5,1.42,3.18,1.43,2.75
5,Melbourne,Australian Open,1/14/2008,Grand Slam,Outdoor,Hard,1st Round,3,Vaidisova N.,Olaru I.,12,57,1977,511,6,3,6,0,,,2,0,Completed,1.02,12,1.05,8.5,1.06,8,1.038,21,1.03,12
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Chakvetadze A.,Petkovic,6,92,2880,368,0,0,,,,,0,0,Retired,1.03,10,1.04,9.25,1.04,10,1.044,18.5,1.03,12
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Cornet A.,Fernandez C.,59,400,506,48,6,3,6,3,,,2,0,Completed,1.36,3,1.35,3.1,1.333,3.25,1.478,2.89,1.4,2.85
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Meusburger Y.,Granville L.,70,72,442,437,6,1,6,4,,,2,0,Completed,2.1,1.66,2.15,1.65,2.1,1.667,2.3,1.714,2.23,1.62
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Hantuchova D.,King V.,9,108,2367,328,6,3,7,5,,,2,0,Completed,1.04,9,1.06,7.79,1.071,7.5,1.057,14.5,1.06,8.5
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Morigami A.,Krajicek M.,49,33,588,864,6,2,6,2,,,2,0,Completed,1.8,1.9,1.7,2.05,1.8,1.909,1.962,1.943,1.7,2.1
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Kleybanova A.,Peng S.,154,45,224,614,7,5,4,6,9,7,2,1,Completed,3,1.36,2.6,1.45,3,1.36,2.6,1.588,3,1.37
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Kirilenko M.,Tu M.,26,46,973,607,6,4,4,6,6,3,2,1,Completed,1.16,4.5,1.17,4.67,1.167,4.5,1.239,4.79,1.22,4.1
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Wozniacki C.,Dulko G.,64,38,464,770,6,1,6,1,,,2,0,Completed,1.9,1.8,1.95,1.8,1.833,1.833,2.04,1.877,1.88,1.88
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Pironkova T.,Govortsova O.,94,47,365,597,6,1,6,1,,,2,0,Completed,1.5,2.5,1.37,2.92,1.533,2.375,1.444,3.05,1.44,2.72
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Domachowska M.,Johansson M.,146,134,236,260,6,1,6,1,,,2,0,Completed,1.36,3,1.35,3.1,1.364,3,1.357,3.6,1.37,3
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Parmentier P.,Muller M.,56,54,513,540,7,5,6,3,,,2,0,Completed,1.33,3.25,1.28,3.46,1.364,3,1.332,3.71,1.3,3.4
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Radwanska A.,Savchuk O.,28,86,962,383,6,0,6,1,,,2,0,Completed,1.1,6.5,1.1,6.75,1.111,6,1.125,8.2,1.1,6.75
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Kuznetsova S.,Dechy N.,2,67,3810,456,6,3,6,1,,,2,0,Completed,1.03,10,1.07,7.19,1.063,8,1.038,21.5,1.05,9.5
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Bacsinszky T.,Ferguson S.,119,174,298,171,6,4,6,3,,,2,0,Completed,1.25,3.75,1.23,3.89,1.25,3.75,1.244,4.7,1.22,4.1
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Bondarenko A.,Kudryavtseva A.,21,75,1171,413,6,4,7,6,,,2,0,Completed,1.16,4.5,1.2,4.25,1.222,4,1.211,5.35,1.22,4.1
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Makarova E.,Szavay A.,110,19,321,1316,3,6,6,4,7,5,2,1,Completed,8.5,1.05,6.25,1.1,7,1.083,10.5,1.087,7.8,1.07
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Lisicki S.,Safina D.,194,16,152,1750,7,6,4,6,6,2,2,1,Completed,8.5,1.05,7.19,1.07,7,1.083,14.5,1.057,9.5,1.05
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Koryttseva M.,Salerni M.E.,104,88,336,379,6,2,6,3,,,2,0,Completed,2,1.72,2.1,1.7,2,1.727,2.6,1.588,2,1.77
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Mirza S.,Tulyaganova I.,32,317,901,73,6,4,6,2,,,2,0,Completed,1.08,7,1.1,6.23,1.1,6.5,1.085,10.75,1.11,6.35
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Arvidsson S.,Bartoli M.,80,10,396,2191,6,7,6,4,6,3,2,1,Completed,4.5,1.16,4.25,1.2,4.333,1.2,5,1.227,4.2,1.21
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Rodionova A.,Bachmann A.,79,159,397,203,7,6,6,4,,,2,0,Completed,2.1,1.66,2.3,1.6,2,1.727,2.33,1.699,,
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Ivanovic A.,Cirstea S.,3,106,3516,333,7,5,6,3,,,2,0,Completed,1.03,11,1.02,11.5,1.04,9,1.02,36,1.02,15
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Castano C.,Safarova L.,139,23,252,1132,6,1,6,4,,,2,0,Completed,8.5,1.05,7.19,1.07,8,1.063,18.5,1.044,8.5,1.06
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Srebotnik K.,Dominguez Lino L.,27,71,971,439,4,6,6,0,9,7,2,1,Completed,1.08,7,1.1,6.25,1.083,7,1.085,10.75,1.1,6.75
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Camerin M.E.,Wheeler C.,99,214,347,134,6,1,6,2,,,2,0,Completed,1.57,2.25,1.55,2.35,1.533,2.375,1.694,2.34,1.56,2.36
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Garbin T.,Daniilidou E.,40,36,741,795,6,2,6,2,,,2,0,Completed,3.25,1.33,3.35,1.3,3,1.364,4,1.303,3.2,1.33
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Li N.,Bremond S.,30,115,932,308,6,2,4,6,6,4,2,1,Completed,1.07,7.5,1.04,9.25,1.071,7.5,1.067,12.84,1.07,7.8
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Kremer A.,Linetskaya E.,84,584,388,23,7,6,6,0,,,2,0,Completed,1.57,2.25,1.48,2.53,1.533,2.375,1.637,2.47,1.54,2.4
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Petrova N.,Pratt N.,14,87,1862,380,6,1,6,3,,,2,0,Completed,1.08,7,1.1,6.25,1.125,5.5,1.071,12,1.12,5.85
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Pin C.,Niculescu M.,90,155,372,221,5,7,6,1,6,1,2,1,Completed,1.44,2.62,1.48,2.53,1.5,2.5,1.637,2.47,1.5,2.5
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Ruano Pascual V.,Vinci R.,82,74,389,419,6,4,6,4,,,2,0,Completed,1.57,2.25,1.55,2.35,1.571,2.25,1.556,2.7,1.5,2.5
5,Melbourne,Australian Open,1/15/2008,Grand Slam,Outdoor,Hard,1st Round,3,Williams V.,Yan Z.,8,61,2470,499,6,2,7,5,,,2,0,Completed,1.03,11,1.04,9.25,1.02,11,1.025,28.5,1.03,12
5,Melbourne,Australian Open,1/16/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Dellacqua C.,Schnyder P.,78,15,398,1836,4,6,7,5,8,6,2,1,Completed,7,1.08,6.75,1.1,5.5,1.125,8.43,1.122,6,1.12
5,Melbourne,Australian Open,1/16/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Henin J.,Poutchkova O.,1,97,6430,353,6,1,7,5,,,2,0,Completed,1.005,19,1.01,13.5,1.01,15,1.014,51.66,1.01,25
5,Melbourne,Australian Open,1/16/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Schiavone F.,Kerber A.,24,89,1101,378,6,2,6,3,,,2,0,Completed,1.12,5.5,1.15,5.2,1.125,5.5,1.157,6.75,1.15,5.15
5,Melbourne,Australian Open,1/16/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Mauresmo A.,Shvedova Y.,18,85,1503,385,6,4,7,6,,,2,0,Completed,1.08,7,1.07,7.19,1.063,8,1.133,7.8,1.08,7.4
5,Melbourne,Australian Open,1/16/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Azarenka V.,Kloesel S.,25,162,1026,191,6,1,6,1,,,2,0,Completed,1.1,6.5,1.11,5.84,1.111,6,1.091,10,1.1,6.75
5,Melbourne,Australian Open,1/16/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Razzano V.,Pennetta F.,29,37,954,772,6,2,5,7,6,3,2,1,Completed,1.61,2.2,1.65,2.2,1.667,2.1,1.704,2.32,1.64,2.2
5,Melbourne,Australian Open,1/16/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Vesnina E.,Craybas J.,55,98,519,348,6,2,6,4,,,2,0,Completed,1.5,2.5,1.53,2.4,1.5,2.5,1.621,2.51,1.57,2.34
5,Melbourne,Australian Open,1/16/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Sugiyama A.,Perebiynis T.,41,93,729,365,6,4,6,4,,,2,0,Completed,1.61,2.2,1.65,2.15,1.615,2.2,1.84,2.09,1.7,2.1
5,Melbourne,Australian Open,1/16/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Vaidisova N.,Molik A.,12,62,1977,485,6,2,6,3,,,2,0,Completed,1.16,4.5,1.15,5.2,1.167,4.5,1.193,5.69,1.18,4.6
5,Melbourne,Australian Open,1/16/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Jankovic J.,Gallovits E.,4,76,3390,412,6,2,7,5,,,2,0,Completed,1.08,7,1.1,6.75,1.063,8,1.13,8,1.08,7.4
5,Melbourne,Australian Open,1/16/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Williams S.,Yuan M.,7,121,2772,291,6,3,6,1,,,2,0,Completed,1.01,13,1.01,13.5,1.02,11,1.02,36,1.01,25
5,Melbourne,Australian Open,1/16/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Dementieva E.,Medina Garrigues A.,11,34,1985,840,5,7,6,2,6,3,2,1,Completed,1.16,4.5,1.18,4.45,1.167,4.5,1.233,4.9,1.18,4.6
5,Melbourne,Australian Open,1/16/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Rezai A.,Golovin T.,69,13,449,1882,6,3,3,6,6,3,2,1,Completed,3,1.35,3.15,1.33,4.333,1.2,3.21,1.415,3.2,1.33
5,Melbourne,Australian Open,1/16/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Peer S.,Moore J.,17,376,1640,55,6,0,7,5,,,2,0,Completed,1.03,11,1.04,9.25,1.04,9,1.037,22,1.03,12
5,Melbourne,Australian Open,1/16/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Hsieh S.W.,Bammer S.,158,20,215,1308,6,2,6,0,,,2,0,Completed,5.5,1.12,5.2,1.15,5.5,1.125,6.9,1.154,5,1.16
5,Melbourne,Australian Open,1/16/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Sharapova M.,Davenport L.,5,51,2956,545,6,1,6,3,,,2,0,Completed,1.33,3.25,1.35,3.1,1.364,3,1.351,3.65,1.35,3.1
5,Melbourne,Australian Open,1/17/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Ruano Pascual V.,Castano C.,82,139,389,252,6,2,6,4,,,2,0,Completed,1.5,2.5,1.5,2.45,1.533,2.375,1.493,2.83,1.45,2.67
5,Melbourne,Australian Open,1/17/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Makarova E.,Meusburger Y.,110,70,321,442,6,3,6,1,,,2,0,Completed,1.66,2.1,1.6,2.25,1.667,2.1,1.709,2.31,1.67,2.15
5,Melbourne,Australian Open,1/17/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Kirilenko M.,Morigami A.,26,49,973,588,6,1,6,1,,,2,0,Completed,1.4,2.75,1.4,2.85,1.364,3,1.429,3.13,1.4,2.85
5,Melbourne,Australian Open,1/17/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Kuznetsova S.,Pironkova T.,2,94,3810,365,7,6,6,2,,,2,0,Completed,1.02,12,1.04,9.25,1.04,9,1.043,19,1.03,12
5,Melbourne,Australian Open,1/17/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Williams V.,Pin C.,8,90,2470,372,7,5,6,4,,,2,0,Completed,1.02,12,1.03,10.5,1.03,10,1.038,21,1.04,11
5,Melbourne,Australian Open,1/17/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Radwanska A.,Parmentier P.,28,56,962,513,7,5,6,4,,,2,0,Completed,1.11,6,1.15,5.2,1.125,5.5,1.171,6.35,1.15,5.15
5,Melbourne,Australian Open,1/17/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Mirza S.,Bacsinszky T.,32,119,901,298,6,1,4,6,7,5,2,1,Completed,1.22,4,1.17,4.67,1.2,4.333,1.26,4.55,1.22,4.1
5,Melbourne,Australian Open,1/17/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Chakvetadze A.,Kleybanova A.,6,154,2880,224,6,3,6,4,,,2,0,Completed,1.06,8,1.07,7.19,1.05,8.5,1.121,8.45,1.1,6.75
5,Melbourne,Australian Open,1/17/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Hantuchova D.,Cornet A.,9,59,2367,506,6,2,7,5,,,2,0,Completed,1.11,6,1.15,5.2,1.1,6.5,1.175,6.2,1.13,5.6
5,Melbourne,Australian Open,1/17/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Wozniacki C.,Bondarenko A.,64,21,464,1171,7,6,6,1,,,2,0,Completed,2.3,1.57,2.25,1.6,2.25,1.571,2.22,1.758,2.28,1.6
5,Melbourne,Australian Open,1/17/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Petrova N.,Kremer A.,14,84,1862,388,7,5,7,5,,,2,0,Completed,1.08,7,1.1,6.75,1.1,6.5,1.131,7.95,1.1,6.75
5,Melbourne,Australian Open,1/17/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Srebotnik K.,Rodionova A.,27,79,971,397,6,4,6,1,,,2,0,Completed,1.1,6.5,1.15,5.2,1.125,5.5,1.135,7.7,1.12,5.85
5,Melbourne,Australian Open,1/17/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Lisicki S.,Koryttseva M.,194,104,152,336,6,1,7,5,,,2,0,Completed,1.72,2,1.73,2.03,3,1.364,1.885,2.03,1.75,2.05
5,Melbourne,Australian Open,1/17/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Li N.,Camerin M.E.,30,99,932,347,6,4,6,3,,,2,0,Completed,1.12,5.5,1.15,5.2,1.125,5.5,1.159,6.7,1.15,5.15
5,Melbourne,Australian Open,1/17/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Domachowska M.,Arvidsson S.,146,80,236,396,7,5,1,6,6,1,2,1,Completed,2,1.72,2.05,1.75,2.2,1.615,2.24,1.746,2.24,1.62
5,Melbourne,Australian Open,1/17/2008,Grand Slam,Outdoor,Hard,2nd Round,3,Ivanovic A.,Garbin T.,3,40,3516,741,6,0,6,3,,,2,0,Completed,1.04,10,1.07,7.19,1.063,8,1.071,12.18,1.06,8.5
5,Melbourne,Australian Open,1/18/2008,Grand Slam,Outdoor,Hard,3rd Round,3,Henin J.,Schiavone F.,1,24,6430,1101,7,5,6,4,,,2,0,Completed,1.02,12,1.03,10.5,1.03,10,1.025,28.5,1.03,12
5,Melbourne,Australian Open,1/18/2008,Grand Slam,Outdoor,Hard,3rd Round,3,Vaidisova N.,Sugiyama A.,12,41,1977,729,6,3,6,4,,,2,0,Completed,1.06,8,1.1,6.75,1.083,7,1.087,10.5,1.06,8.5
5,Melbourne,Australian Open,1/18/2008,Grand Slam,Outdoor,Hard,3rd Round,3,Hsieh S.W.,Rezai A.,158,69,215,449,6,2,6,7,6,4,2,1,Completed,3.5,1.28,3.22,1.32,3.4,1.3,3.7,1.333,3.7,1.26
5,Melbourne,Australian Open,1/18/2008,Grand Slam,Outdoor,Hard,3rd Round,3,Jankovic J.,Razzano V.,4,29,3390,954,6,2,4,6,6,1,2,1,Completed,1.4,2.75,1.4,2.85,1.444,2.625,1.51,2.81,1.4,2.85
5,Melbourne,Australian Open,1/18/2008,Grand Slam,Outdoor,Hard,3rd Round,3,Williams S.,Azarenka V.,7,25,2772,1026,6,3,6,4,,,2,0,Completed,1.14,5,1.15,4.92,1.143,5,1.183,5.95,1.2,4.35
