ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,IWW,IWL,SBW,SBL,B&WW,B&WL
5,Sydney,adidas International,1/6/03,International,Outdoor,Hard,1st Round,3,Gaudio G.,Reid T.,21,306,6,2,7,5,,,,,,,2,0,Completed,1.25,3.5,,,1.25,3,,,1.22,3.3
5,Sydney,adidas International,1/6/03,International,Outdoor,Hard,1st Round,3,Nieminen J.,Luczak P.,42,185,6,0,3,6,7,5,,,,,2,1,Completed,,,,,,,,,,
5,Sydney,adidas International,1/7/03,International,Outdoor,Hard,1st Round,3,Chela J.I.,Costa A.,23,8,7,6,6,1,,,,,,,2,0,Completed,1.615,2.2,,,1.75,1.75,,,1.57,1.98
5,Sydney,adidas International,1/7/03,International,Outdoor,Hard,1st Round,3,Davydenko N.,Durek R.,61,763,6,3,6,4,,,,,,,2,0,Completed,,,,,1.15,3.8,,,1.09,4.85
5,Sydney,adidas International,1/7/03,International,Outdoor,Hard,1st Round,3,Fish M.,Krajicek R.,83,92,7,6,6,4,,,,,,,2,0,Completed,2.625,1.444,,,2.2,1.45,,,2.25,1.45
5,Sydney,adidas International,1/7/03,International,Outdoor,Hard,1st Round,3,Lee H.T.,Lapentti G.,85,279,6,2,6,0,,,,,,,2,0,Completed,2.5,1.5,,,2.3,1.4,,,2.35,1.41
5,Sydney,adidas International,1/7/03,International,Outdoor,Hard,1st Round,3,Mirnyi M.,Malisse X.,44,25,7,6,6,7,6,3,,,,,2,1,Completed,2.1,1.667,,,1.9,1.6,,,2.17,1.48
5,Sydney,adidas International,1/7/03,International,Outdoor,Hard,1st Round,3,Moya C.,Blake J.,5,28,6,3,6,7,6,3,,,,,2,1,Completed,1.727,2,,,1.65,1.85,,,1.71,1.79
5,Sydney,adidas International,1/7/03,International,Outdoor,Hard,1st Round,3,Roddick A.,Robredo T.,10,31,6,2,6,2,,,,,,,2,0,Completed,1.364,2.875,,,1.4,2.3,,,1.35,2.6
5,Sydney,adidas International,1/7/03,International,Outdoor,Hard,1st Round,3,Safin M.,Rochus O.,3,63,6,1,6,4,,,,,,,2,0,Completed,1.2,4,,,1.2,3.3,,,1.17,3.7
5,Sydney,adidas International,1/7/03,International,Outdoor,Hard,1st Round,3,Schuettler R.,Ljubicic I.,38,49,6,2,7,6,,,,,,,2,0,Completed,1.727,2,,,1.8,1.7,,,1.7,1.8
5,Sydney,adidas International,1/7/03,International,Outdoor,Hard,1st Round,3,Squillari F.,Federer R.,81,6,6,2,6,3,,,,,,,2,0,Completed,5,1.143,,,3.3,1.2,,,3.5,1.18
5,Sydney,adidas International,1/7/03,International,Outdoor,Hard,1st Round,3,Srichaphan P.,Draper S.,14,141,6,4,3,6,6,1,,,,,2,1,Completed,1.167,4.5,,,1.2,3.3,,,1.17,3.75
5,Sydney,adidas International,1/7/03,International,Outdoor,Hard,1st Round,3,Youzhny M.,Voinea A.,30,59,3,6,2,1,,,,,,,0,1,Retired,1.444,2.625,,,1.5,2.1,,,1.44,2.26
5,Sydney,adidas International,1/8/03,International,Outdoor,Hard,2nd Round,3,Ferreira W.,Chela J.I.,41,23,6,7,6,4,6,4,,,,,2,1,Completed,2,1.727,,,1.85,1.65,,,2.05,1.55
5,Sydney,adidas International,1/8/03,International,Outdoor,Hard,2nd Round,3,Ferrero J.C.,Youzhny M.,4,30,6,3,6,2,,,,,,,2,0,Completed,1.5,2.5,,,1.45,2.2,,,1.36,2.5
5,Sydney,adidas International,1/8/03,International,Outdoor,Hard,2nd Round,3,Fish M.,Moya C.,83,5,7,6,4,6,6,4,,,,,2,1,Completed,3.25,1.333,,,3,1.25,,,3.35,1.21
5,Sydney,adidas International,1/8/03,International,Outdoor,Hard,2nd Round,3,Lee H.T.,Roddick A.,85,10,7,6,7,5,,,,,,,2,0,Completed,3.75,1.25,,,3.8,1.15,,,4.5,1.11
5,Sydney,adidas International,1/8/03,International,Outdoor,Hard,2nd Round,3,Safin M.,Nieminen J.,3,42,3,6,6,1,6,2,,,,,2,1,Completed,1.25,3.75,,,1.2,3.3,,,1.18,3.5
5,Sydney,adidas International,1/8/03,International,Outdoor,Hard,2nd Round,3,Schuettler R.,Gaudio G.,38,21,7,6,6,0,,,,,,,2,0,Completed,1.727,2,,,1.6,1.9,,,,
5,Sydney,adidas International,1/8/03,International,Outdoor,Hard,2nd Round,3,Squillari F.,Davydenko N.,81,61,6,1,6,4,,,,,,,2,0,Completed,2.2,1.615,,,1.85,1.65,,,1.97,1.58
5,Sydney,adidas International,1/8/03,International,Outdoor,Hard,2nd Round,3,Srichaphan P.,Mirnyi M.,14,44,3,6,6,4,6,4,,,,,2,1,Completed,1.5,2.5,,,1.35,2.5,,,1.48,2.17
5,Sydney,adidas International,1/9/03,International,Outdoor,Hard,Quarterfinals,3,Ferreira W.,Squillari F.,41,81,6,0,6,4,,,,,,,2,0,Completed,1.571,2.25,,,1.65,1.85,,,1.5,2.15
5,Sydney,adidas International,1/9/03,International,Outdoor,Hard,Quarterfinals,3,Ferrero J.C.,Srichaphan P.,4,14,6,3,6,1,,,,,,,2,0,Completed,1.833,1.833,,,1.75,1.75,,,1.71,1.79
5,Sydney,adidas International,1/9/03,International,Outdoor,Hard,Quarterfinals,3,Lee H.T.,Safin M.,85,3,,,,,,,,,,,0,0,Walkover,2.875,1.364,,,2.5,1.35,,,2.41,1.39
5,Sydney,adidas International,1/9/03,International,Outdoor,Hard,Quarterfinals,3,Schuettler R.,Fish M.,38,83,7,6,6,4,,,,,,,2,0,Completed,1.615,2.2,,,1.5,2.1,,,1.56,2
5,Sydney,adidas International,1/10/03,International,Outdoor,Hard,Semifinals,3,Ferrero J.C.,Schuettler R.,4,38,3,6,6,3,6,2,,,,,2,1,Completed,1.444,2.625,,,1.4,2.3,,,1.27,3
5,Sydney,adidas International,1/10/03,International,Outdoor,Hard,Semifinals,3,Lee H.T.,Ferreira W.,85,41,6,3,6,3,,,,,,,2,0,Completed,,,,,2.1,1.5,,,2.1,1.51
5,Sydney,adidas International,1/11/03,International,Outdoor,Hard,The Final,3,Lee H.T.,Ferrero J.C.,85,4,4,6,7,6,7,6,,,,,2,1,Completed,3,1.364,,,2.3,1.4,,,2.75,1.32
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Agassi A.,Vahaly B.,2,93,7,5,6,3,6,3,,,,,3,0,Completed,1.063,7.5,,,1.02,6,,,1.02,7.5
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Ancic M.,Waske A.,88,120,6,3,6,4,7,6,,,,,3,0,Completed,1.727,2,,,1.6,1.9,,,1.6,1.95
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Arthurs W.,Daniel M.,52,241,6,7,3,6,7,6,6,4,6,4,3,2,Completed,1.364,3,,,1.35,2.5,,,1.46,2.2
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Canas G.,Voltchkov V.,18,71,6,3,7,5,6,3,,,,,3,0,Completed,1.25,3.75,,,1.25,3,,,1.19,3.45
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Coria G.,Clavet F.,45,118,6,4,7,5,6,1,,,,,3,0,Completed,1.25,3.4,,,1.2,3.3,,,1.16,3.85
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Costa A.,Prinosil D.,8,213,6,4,6,1,3,6,7,6,,,3,1,Completed,1.333,3.25,,,1.2,3.3,,,1.18,3.5
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Draper S.,Kim A.,139,116,7,5,6,3,3,6,6,3,,,3,1,Completed,1.667,2.1,,,1.6,1.9,,,1.5,2.15
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Escude N.,Motomura G.,37,233,6,1,2,6,6,3,6,2,,,3,1,Completed,1.083,7,,,1.1,4.5,,,1.05,6.1
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Ferreira W.,Robredo T.,39,32,5,7,6,0,6,3,6,4,,,3,1,Completed,1.615,2.2,,,1.55,2,,,1.48,2.17
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Ferrero J.C.,Squillari F.,4,79,7,6,3,6,6,2,6,3,,,3,1,Completed,1.2,4.333,,,1.15,3.8,,,1.03,7
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Johansson J.,77,221,6,3,7,5,6,2,,,,,3,0,Completed,1.333,3.25,,,1.35,2.5,,,1.3,2.85
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Furlan R.,Pavel A.,184,25,4,1,,,,,,,,,0,0,Retired,3.25,1.333,,,2.5,1.35,,,3,1.25
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Gambill J.M.,Llodra M.,33,110,6,2,7,5,6,7,2,6,6,2,3,2,Completed,1.25,3.5,,,1.2,3.3,,,1.09,4.7
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Gaudio G.,Enqvist T.,21,47,7,5,7,5,6,2,,,,,3,0,Completed,2,1.727,,,1.75,1.75,,,1.7,1.8
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Grosjean S.,Meligeni F.,16,75,6,4,6,2,6,3,,,,,3,0,Completed,1.125,5.5,,,1.1,4.5,,,1.09,4.7
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Kafelnikov Y.,Morrison J.,27,99,7,6,6,3,4,6,6,3,,,3,1,Completed,1.444,2.625,,,1.35,2.5,,,1.53,2.07
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Kratochvil M.,Sanguinetti D.,78,48,6,3,6,0,6,3,,,,,3,0,Completed,1.727,2,,,1.8,1.7,,,1.75,1.75
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Kucera K.,Vacek J.,80,111,6,2,6,1,6,4,,,,,3,0,Completed,1.4,2.75,,,1.3,2.7,,,1.3,2.85
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Lapentti N.,Benneteau J.,30,253,6,0,6,4,6,0,,,,,3,0,Completed,1.286,3.5,,,1.3,2.7,,,1.21,3.35
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Lee H.T.,Ferrer D.,67,54,5,7,6,2,6,2,6,3,,,3,1,Completed,1.615,2.2,,,1.55,2,,,1.61,1.94
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Lisnard J.R.,Gaudenzi A.,89,121,6,4,2,6,6,1,4,6,6,1,3,2,Completed,1.5,2.5,,,1.55,2,,,1.43,2.28
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Luczak P.,Savolt A.,178,97,7,5,6,2,6,4,,,,,3,0,Completed,1.727,2,,,1.55,2,,,1.58,1.97
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Mantilla F.,Zabaleta M.,73,46,4,6,7,5,6,3,4,6,6,4,3,2,Completed,1.833,1.833,,,1.85,1.65,,,1.78,1.72
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Moya C.,Norman D.,5,98,7,5,6,3,6,4,,,,,3,0,Completed,1.083,7,,,1.1,4.5,,,1.06,5.5
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Davydenko N.,41,61,6,3,3,6,3,6,6,2,7,5,3,2,Completed,1.833,1.833,,,1.75,1.75,,,1.8,1.7
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Philippoussis M.,Verkerk M.,104,85,6,4,6,4,6,7,6,3,,,3,1,Completed,1.286,3.5,,,1.3,2.7,,,1.23,3.17
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Rochus C.,Labadze I.,135,95,6,2,6,3,6,4,,,,,3,0,Completed,1.727,2,,,1.5,2.1,,,1.66,1.88
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Sanchez D.,Pless K.,60,82,5,7,6,3,1,6,6,4,10,8,3,2,Completed,2.25,1.571,,,2,1.55,,,2.05,1.55
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Santoro F.,Phau B.,34,157,6,4,6,3,6,4,,,,,3,0,Completed,1.333,3.25,,,1.25,3,,,1.2,3.45
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Sargsian S.,Calleri A.,94,51,6,4,3,6,7,6,6,0,,,3,1,Completed,2.25,1.571,,,1.8,1.7,,,1.9,1.65
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Schalken S.,Brasington J.,20,138,6,4,6,2,7,6,,,,,3,0,Completed,,,,,1.2,3.3,,,1.14,4.05
6,Melbourne,Australian Open,1/13/03,Grand Slam,Outdoor,Hard,1st Round,5,Srichaphan P.,Melzer J.,14,90,7,5,6,4,1,6,6,0,,,3,1,Completed,1.083,7,,,1.05,5,,,1.04,6.5
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Acasuso J.,Carraz G.,42,130,5,7,4,3,,,,,,,0,1,Retired,1.833,1.833,,,1.9,1.6,,,1.9,1.65
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Blake J.,Vanek J.,28,219,7,6,6,4,6,4,,,,,3,0,Completed,1.125,5.5,,,1.1,4.5,1.071,7,1.04,7
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Burgsmuller L.,Balcells J.,76,109,6,4,7,5,7,5,,,,,3,0,Completed,1.615,2.2,,,1.6,1.9,1.615,2.2,1.48,2.17
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Chela J.I.,Beck K.,26,114,6,4,3,6,6,1,6,0,,,3,1,Completed,1.143,5,,,1.15,3.8,1.143,5,1.12,4.35
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Crabb J.,Ilie A.,206,525,6,3,3,6,7,6,6,4,,,3,1,Completed,1.533,2.375,,,1.5,2.1,,,1.47,2.18
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Dupuis A.,Diaz J.,70,433,6,4,6,3,6,3,,,,,3,0,Completed,1.222,4,,,1.15,3.8,1.167,4.5,1.13,4.25
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,El Aynaoui Y.,Gimelstob J.,22,106,2,6,4,6,6,4,1,0,,,1,2,Retired,1.167,4.5,,,1.15,3.8,1.167,4.5,1.14,4.05
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Saretta F.,6,83,7,6,7,5,6,3,,,,,3,0,Completed,1.125,5.5,,,1.15,3.8,,,1.09,4.7
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Ginepri R.,Rosset M.,101,103,6,3,6,4,6,2,,,,,3,0,Completed,1.533,2.375,,,1.45,2.2,1.5,2.5,1.38,2.42
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Gonzalez F.,Varlet J.,17,160,6,2,3,6,4,6,6,3,6,4,3,2,Completed,1.167,4.5,,,1.15,3.8,,,1.12,4.35
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Larsson M.,1,155,6,3,3,6,6,1,6,7,6,2,3,2,Completed,1.04,9,,,1.03,5.5,,,1.04,6.75
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Knowle J.,Henry R.,131,578,5,7,6,4,6,2,7,5,,,3,1,Completed,1.8,1.909,,,1.7,1.8,,,1.75,1.75
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Krajicek R.,Reid T.,92,295,3,6,6,2,6,2,6,1,,,3,1,Completed,1.167,4.5,,,1.15,3.8,1.2,4,1.8,1.7
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Kuerten G.,Arazi H.,29,102,6,4,7,6,6,3,,,,,3,0,Completed,1.222,4,,,1.25,3,1.2,4,1.16,3.85
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Kutsenko V.,Ljubicic I.,185,50,6,3,6,4,1,6,4,6,6,3,3,2,Completed,4,1.222,,,3.3,1.2,,,4.05,1.14
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Larkham T.,Mamiit C.,235,107,6,7,6,3,7,6,6,4,,,3,1,Completed,2.375,1.533,,,1.9,1.6,,,2.28,1.43
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Corretja A.,62,19,6,7,7,6,7,6,6,3,,,3,1,Completed,2.75,1.4,,,2.5,1.35,3,1.333,2.65,1.34
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Malisse X.,Hrbaty D.,23,44,6,2,6,3,6,2,,,,,3,0,Completed,1.615,2.2,,,1.7,1.8,1.909,1.8,1.75,1.75
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Martin A.,Bogomolov Jr. A.,66,169,6,2,6,4,6,7,4,6,6,1,3,2,Completed,1.4,2.75,,,1.35,2.5,,,1.33,2.7
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Montanes A.,Puerta M.,81,117,6,2,6,4,6,4,,,,,3,0,Completed,1.533,2.375,,,1.55,2,1.533,2.375,1.48,2.17
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Nalbandian D.,Golmard J.,12,141,3,6,6,3,6,1,,,,,2,1,Retired,,,,,1.35,2.5,,,1.4,2.5
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Novak J.,Spadea V.,7,68,6,2,2,6,6,2,7,6,,,3,1,Completed,1.167,4.5,,,1.2,3.3,1.167,4.5,1.13,4.25
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Rochus O.,Di Pasquale A.,64,100,4,6,4,6,6,3,6,3,6,4,3,2,Completed,1.727,2,,,1.75,1.75,1.833,1.833,1.62,1.93
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Roddick A.,Krajan Z.,10,105,6,7,6,2,7,6,6,3,,,3,1,Completed,,,,,1.05,5,1.063,7,1.04,7
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Safin M.,Sluiter R.,3,72,6,4,4,6,6,3,6,4,,,3,1,Completed,,,,,1.2,3.3,,,1.17,3.7
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Portas A.,36,86,6,3,6,2,6,0,,,,,3,0,Completed,1.125,5.5,,,1.15,3.8,1.125,5.5,1.09,4.7
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Sirianni J.,Mirnyi M.,252,49,6,3,6,4,6,4,,,,,3,0,Completed,9,1.04,,,5,1.05,8,1.05,5.4,1.07
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Carlsen K.,69,63,6,0,7,5,6,1,,,,,3,0,Completed,1.909,1.8,,,1.9,1.6,,,1.75,1.75
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Vicente F.,Horna L.,58,87,3,6,4,6,6,3,7,6,6,1,3,2,Completed,1.4,2.75,,,1.35,2.5,1.4,2.75,1.4,2.4
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Vinciguerra A.,Koubek S.,145,35,6,4,6,4,6,1,,,,,3,0,Completed,2.5,1.5,,,2.3,1.4,,,2.25,1.45
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Voinea A.,Sa A.,59,65,6,2,7,6,6,4,,,,,3,0,Completed,,,,,1.75,1.75,1.727,2,2.05,1.54
6,Melbourne,Australian Open,1/14/03,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Gasquet R.,31,156,3,6,6,0,6,1,6,4,,,3,1,Completed,1.4,2.75,,,1.4,2.3,1.4,2.75,1.38,2.42
6,Melbourne,Australian Open,1/15/03,Grand Slam,Outdoor,Hard,2nd Round,5,Agassi A.,Lee H.T.,2,67,6,1,6,0,6,0,,,,,3,0,Completed,1.125,5.5,,,1.15,3.8,1.111,5.5,1.09,4.7
6,Melbourne,Australian Open,1/15/03,Grand Slam,Outdoor,Hard,2nd Round,5,Ancic M.,Schalken S.,88,20,6,3,1,6,6,7,6,4,6,4,3,2,Completed,2.75,1.4,,,2.5,1.35,2.875,1.364,3,1.27
6,Melbourne,Australian Open,1/15/03,Grand Slam,Outdoor,Hard,2nd Round,5,Coria G.,Canas G.,45,18,6,2,4,6,6,4,6,4,,,3,1,Completed,2.25,1.571,,,1.85,1.65,2.25,1.571,2.2,1.46
6,Melbourne,Australian Open,1/15/03,Grand Slam,Outdoor,Hard,2nd Round,5,Costa A.,Draper S.,8,139,6,4,6,7,6,2,6,3,,,3,1,Completed,1.4,2.75,,,1.45,2.2,1.4,2.75,1.43,2.28
6,Melbourne,Australian Open,1/15/03,Grand Slam,Outdoor,Hard,2nd Round,5,Escude N.,Rochus C.,37,135,1,6,6,2,6,2,6,4,,,3,1,Completed,1.25,3.75,,,1.25,3,1.222,3.75,1.18,3.5
6,Melbourne,Australian Open,1/15/03,Grand Slam,Outdoor,Hard,2nd Round,5,Ferreira W.,Kratochvil M.,39,78,6,2,6,2,7,5,,,,,3,0,Completed,1.444,2.625,,,1.4,2.3,1.444,2.625,1.38,2.42
6,Melbourne,Australian Open,1/15/03,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrero J.C.,Lisnard J.R.,4,89,6,0,6,4,6,2,,,,,3,0,Completed,1.111,6,,,1.1,4.5,1.111,5.5,1.05,6.1
6,Melbourne,Australian Open,1/15/03,Grand Slam,Outdoor,Hard,2nd Round,5,Fish M.,Moya C.,77,5,3,6,7,6,6,4,4,6,6,2,3,2,Completed,3,1.364,,,2.5,1.35,3,1.333,3.35,1.21
6,Melbourne,Australian Open,1/15/03,Grand Slam,Outdoor,Hard,2nd Round,5,Grosjean S.,Kucera K.,16,80,7,6,2,6,6,3,7,6,,,3,1,Completed,1.286,3.5,,,1.3,2.7,1.222,3.75,1.18,3.5
6,Melbourne,Australian Open,1/15/03,Grand Slam,Outdoor,Hard,2nd Round,5,Lapentti N.,Sanchez D.,30,60,6,1,6,0,2,6,6,2,,,3,1,Completed,1.364,3,,,1.3,2.7,,,1.23,3.17
6,Melbourne,Australian Open,1/15/03,Grand Slam,Outdoor,Hard,2nd Round,5,Luczak P.,Furlan R.,178,184,7,6,4,6,6,0,6,2,,,3,1,Completed,1.533,2.375,,,1.5,2.1,1.533,2.375,1.38,2.42
6,Melbourne,Australian Open,1/15/03,Grand Slam,Outdoor,Hard,2nd Round,5,Mantilla F.,Gambill J.M.,73,33,5,7,6,4,4,6,6,3,6,2,3,2,Completed,2.5,1.5,,,2.3,1.4,,,2.42,1.38
6,Melbourne,Australian Open,1/15/03,Grand Slam,Outdoor,Hard,2nd Round,5,Nieminen J.,Kafelnikov Y.,41,27,6,3,6,3,3,6,4,6,6,1,3,2,Completed,2.2,1.615,,,1.85,1.65,2,1.727,2.25,1.45
6,Melbourne,Australian Open,1/15/03,Grand Slam,Outdoor,Hard,2nd Round,5,Philippoussis M.,Srichaphan P.,104,14,3,6,6,1,1,6,7,5,6,3,3,2,Completed,2.5,1.5,,,2.2,1.45,2.5,1.5,2.75,1.32
6,Melbourne,Australian Open,1/15/03,Grand Slam,Outdoor,Hard,2nd Round,5,Santoro F.,Arthurs W.,34,52,6,3,6,1,,,,,,,2,0,Retired,1.533,2.375,,,1.4,2.3,1.5,2.5,1.34,2.65
6,Melbourne,Australian Open,1/15/03,Grand Slam,Outdoor,Hard,2nd Round,5,Sargsian S.,Gaudio G.,94,21,2,6,7,5,6,2,6,2,,,3,1,Completed,2.625,1.444,,,2.2,1.45,2.625,1.444,2.7,1.33
6,Melbourne,Australian Open,1/16/03,Grand Slam,Outdoor,Hard,2nd Round,5,Blake J.,Acasuso J.,28,42,6,1,6,4,6,4,,,,,3,0,Completed,1.111,6,,,1.1,4.5,1.1,6,1.05,6.1
6,Melbourne,Australian Open,1/16/03,Grand Slam,Outdoor,Hard,2nd Round,5,El Aynaoui Y.,Kutsenko V.,22,185,6,2,6,1,6,4,,,,,3,0,Completed,1.25,3.75,,,1.15,3.8,1.2,4,1.14,4.05
6,Melbourne,Australian Open,1/16/03,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Burgsmuller L.,6,76,6,3,6,0,6,3,,,,,3,0,Completed,1.1,6.5,,,1.1,4.5,1.1,6,1.03,7
6,Melbourne,Australian Open,1/16/03,Grand Slam,Outdoor,Hard,2nd Round,5,Hewitt L.,Larkham T.,1,235,6,1,6,0,6,1,,,,,3,0,Completed,1.02,11,,,1.03,5.5,1.04,9,1.01,9
6,Melbourne,Australian Open,1/16/03,Grand Slam,Outdoor,Hard,2nd Round,5,Lopez F.,Ginepri R.,62,101,6,2,6,4,6,2,,,,,3,0,Completed,1.667,2.1,,,1.75,1.75,,,1.52,2.1
6,Melbourne,Australian Open,1/16/03,Grand Slam,Outdoor,Hard,2nd Round,5,Malisse X.,Dupuis A.,23,70,6,3,5,7,7,6,7,5,,,3,1,Completed,1.3,3.4,,,1.25,3,1.286,3.25,1.23,3.17
6,Melbourne,Australian Open,1/16/03,Grand Slam,Outdoor,Hard,2nd Round,5,Martin A.,Gonzalez F.,66,17,6,7,6,3,6,1,7,6,,,3,1,Completed,3.25,1.333,,,2.3,1.4,3,1.333,2.86,1.29
6,Melbourne,Australian Open,1/16/03,Grand Slam,Outdoor,Hard,2nd Round,5,Nalbandian D.,Crabb J.,12,206,6,1,7,6,6,3,,,,,3,0,Completed,1.286,3.5,,,1.3,2.7,,,1.23,3.17
6,Melbourne,Australian Open,1/16/03,Grand Slam,Outdoor,Hard,2nd Round,5,Novak J.,Rochus O.,7,64,7,6,7,6,4,6,4,6,6,3,3,2,Completed,1.167,4.5,,,1.15,3.8,1.143,5,1.09,4.7
6,Melbourne,Australian Open,1/16/03,Grand Slam,Outdoor,Hard,2nd Round,5,Roddick A.,Voinea A.,10,59,6,2,6,2,6,2,,,,,3,0,Completed,1.167,4.5,,,1.15,3.8,,,1.11,4.7
6,Melbourne,Australian Open,1/16/03,Grand Slam,Outdoor,Hard,2nd Round,5,Safin M.,Montanes A.,3,81,6,3,4,6,6,4,6,1,,,3,1,Completed,1.083,7,,,1.05,5,1.063,8,1.02,7.5
